N	T[ms]	dev[ms]	Samples
20000	5379	3387.62	50
40000	10035.4	6430.53	50
60000	15953.3	8899.45	50
80000	16888.6	11934.8	50
100000	27072.8	16887.2	50
120000	26428.4	17864.4	50
140000	34347.5	24069.8	50
160000	33031.6	21854.8	50
180000	48014.8	32220.2	50
200000	39853.5	26723.6	50
